cluster_id,n_stations,Model,Adjusted R-Squared,R-Squared,RMSE,Time Taken,R2_deploy_mean,R2_deploy_std,R2_deploy_min,season
1,4,ExtraTreesRegressor,0.5324857541447043,0.547166941209246,2.1883444667945877,32.73852348327637,0.5073,0.1376,0.2623,
1,4,HistGradientBoostingRegressor,0.5260259940720808,0.5409100347327622,2.203411049288373,1.951772689819336,0.4991,0.1297,0.265,
1,4,CatBoostRegressor,0.5248386073267713,0.5397599350799432,2.206169285520132,4.735165119171143,0.4968,0.1251,0.2791,
1,4,LGBMRegressor,0.5185767954854723,0.5336947607354052,2.220658468960895,0.5494039058685303,0.4907,0.1259,0.2863,
1,4,RandomForestRegressor,0.5062770723076145,0.5217812814814857,2.248846996200317,106.73296785354614,0.4751,0.1379,0.2109,
1,4,GradientBoostingRegressor,0.4987934240325367,0.5145326396072303,2.2658264434232063,42.31930375099182,,,,
1,4,MLPRegressor,0.4921713634975007,0.5081185293332386,2.280745645159619,18.84668564796448,,,,
1,4,XGBRegressor,0.4851755653748659,0.5013424178229686,2.296401576517208,1.5951101779937744,,,,
1,4,HuberRegressor,0.4784534602622506,0.4948314046364298,2.311345107398938,1.168107986450195,,,,
1,4,LinearSVR,0.4757034849300153,0.4921677858219548,2.3174306481929188,1.612762212753296,,,,
1,4,ElasticNetCV,0.4611642612513037,0.4780851323215699,2.3493431599420727,0.5765810012817383,,,,
1,4,LassoCV,0.4608865307097842,0.4778161232555342,2.3499485395092976,0.633549690246582,,,,
1,4,LassoLarsCV,0.459548651722682,0.476520257216387,2.3528625815809625,0.2960643768310547,,,,
1,4,BayesianRidge,0.4590782719207597,0.4760646485875885,2.3538862614476126,0.1054260730743408,,,,
1,4,RidgeCV,0.4589353456597934,0.4759262105902256,2.3541972213554185,0.1108667850494384,,,,
1,4,LassoLarsIC,0.4588503273569377,0.4758438620875294,2.354382173365218,0.107795238494873,,,,
1,4,Ridge,0.4588372769306844,0.4758312214792672,2.354410562466455,0.0564892292022705,,,,
1,4,TransformedTargetRegressor,0.4588253552524703,0.4758196741733628,2.3544364958588795,0.07574462890625,,,,
1,4,LinearRegression,0.4588253552524703,0.4758196741733628,2.3544364958588795,0.0755360126495361,,,,
1,4,PoissonRegressor,0.4585105959064004,0.4755147991054318,2.3551210929413444,0.1019108295440673,,,,
1,4,SGDRegressor,0.4567867122691718,0.4738450499857715,2.358866991295383,0.1515767574310302,,,,
1,4,BaggingRegressor,0.4345793410593522,0.4523350491209916,2.406601022721305,10.621628761291504,,,,
1,4,KNeighborsRegressor,0.4180071380850698,0.4362832572659295,2.441614468284144,0.3172378540039062,,,,
1,4,GammaRegressor,0.3874023210165054,0.406639512610544,2.5049896409386023,0.0658879280090332,,,,
1,4,TweedieRegressor,0.3601332832432099,0.3802267949348049,2.5601359080793507,0.0610332489013671,,,,
1,4,RANSACRegressor,0.3207132034788019,0.3420446102083581,2.637818120499753,0.2347688674926757,,,,
1,4,ElasticNet,0.2926545004667017,0.3148670248763308,2.691745886710628,0.0616312026977539,,,,
1,4,LarsCV,0.2884208360803466,0.3107663087784517,2.6997893022307102,0.3129703998565674,,,,
1,4,LassoLars,0.269572161755888,0.2925095328103089,2.7353123045830547,0.0424628257751464,,,,
1,4,Lasso,0.2695592856368674,0.2924970610355701,2.7353364137761416,0.0607786178588867,,,,
1,4,OrthogonalMatchingPursuit,0.2158016874581513,0.2404275939929616,2.834204690563746,0.0541150569915771,,,,
1,4,OrthogonalMatchingPursuitCV,0.1932259596626607,0.2185608039161013,2.874711183002919,0.172037124633789,,,,
1,4,QuantileRegressor,-0.0664154496666373,-0.0329271766484944,3.305076185408267,52.3073844909668,,,,
1,4,ExtraTreeRegressor,-0.0874669335873348,-0.0533175881501888,3.3375385515259706,0.3696436882019043,,,,
1,4,PassiveAggressiveRegressor,-0.1313239932395189,-0.0957974198300433,3.404174072407104,0.1037049293518066,,,,
1,4,DecisionTreeRegressor,-0.137023773006258,-0.1013182113975477,3.412738668017011,1.800861120223999,,,,
1,4,DummyRegressor,-0.2267766983554393,-0.1882526568857987,3.544875769430807,0.0418677330017089,,,,
1,4,AdaBoostRegressor,-0.8527344162632879,-0.794553642549507,4.3563708687904,11.819180011749268,,,,
1,4,Lars,-6.564453126888563e+24,-6.358311891222139e+24,8200069561585.874,0.0651867389678955,,,,
10,31,CatBoostRegressor,0.4279511330422555,0.4307028379073649,2.214231627145514,9.433660507202148,0.3838,0.1628,0.2024,
10,31,XGBRegressor,0.4091052372934526,0.4119475958527038,2.2504095140859715,4.345698833465576,0.3642,0.1644,0.1661,
10,31,LGBMRegressor,0.4085860589416137,0.4114309148847058,2.2513979366010783,1.6354594230651855,0.3608,0.1577,0.1772,
10,31,HistGradientBoostingRegressor,0.4083927550632293,0.4112385408486013,2.2517658416899557,4.5014636516571045,0.3606,0.1574,0.1801,
10,31,ExtraTreesRegressor,0.400239083972546,0.4031240910512457,2.2672299265298044,212.31416368484497,0.3531,0.1736,0.1278,
10,31,MLPRegressor,0.397069070480666,0.3999693261544629,2.273213708923993,130.3285710811615,,,,
10,31,GradientBoostingRegressor,0.3943580093698298,0.3972713059575751,2.2783186958943777,246.88907742500305,,,,
10,31,RandomForestRegressor,0.3768336099931967,0.3798312035314443,2.311045499385481,781.9058599472046,,,,
10,31,KNeighborsRegressor,0.3677416107104649,0.3707829391463847,2.327843530408239,9.027976036071776,,,,
10,31,BaggingRegressor,0.3295329440060246,0.3327580661353382,2.397149977654088,77.9165632724762,,,,
10,31,PoissonRegressor,0.305515045691878,0.308855700202179,2.4397083106217528,0.7664148807525635,,,,
10,31,HuberRegressor,0.2815803187613928,0.2850361055765437,2.481393244720524,6.665875673294067,,,,
10,31,BayesianRidge,0.275411107838829,0.2788965701741848,2.4920245757836046,0.6861565113067627,,,,
10,31,RidgeCV,0.2753907014485879,0.2788762619440249,2.4920596666251136,0.5431258678436279,,,,
10,31,Ridge,0.2753907014473118,0.2788762619427549,2.492059666627308,0.2543940544128418,,,,
10,31,LassoLarsIC,0.2753889862593554,0.2788745550053018,2.492062616043087,0.6245818138122559,,,,
10,31,LinearRegression,0.2753889786358151,0.2788745474184327,2.492062629152424,0.4346511363983154,,,,
10,31,TransformedTargetRegressor,0.2753889786358151,0.2788745474184327,2.492062629152424,0.4384956359863281,,,,
10,31,LassoLarsCV,0.2753889655847055,0.2788745344301024,2.492062651594935,1.4662361145019531,,,,
10,31,ElasticNetCV,0.2736913820744291,0.277185116741094,2.4949800855132014,4.014121055603027,,,,
10,31,LassoCV,0.273581558377729,0.2770758213251371,2.495168708897362,4.325047969818115,,,,
10,31,LinearSVR,0.2701689289476113,0.2736796075363187,2.5010228477674588,30.223796844482425,,,,
10,31,SGDRegressor,0.2652019850245819,0.2687365559143621,2.509518907183868,1.7268359661102295,,,,
10,31,GammaRegressor,0.2594689092904124,0.2630310577759208,2.5192898288264964,0.308434247970581,,,,
10,31,TweedieRegressor,0.210912681569366,0.214708398226702,2.600572805624879,0.2917163372039795,,,,
10,31,OrthogonalMatchingPursuit,0.1880216213303155,0.1919274499823877,2.6380238485908056,0.3105363845825195,,,,
